level_0,index,id,text,time,labels
3585,1613,544469609433563136,There 's anger after people start taking selfies outside the #sydneysiege cafe . HTTPURL HTTPURL,2014-12-15 12:30:45,0
4226,2254,544469768745398272,you do n't realise what a privilege it is to be sleeping comfortably in your own bed until such horrific things are happening #sydneysiege,2014-12-15 12:31:23,0
2795,823,544470398881259520,"It 's nearing midnight in Sydney , where police are preparing to negotiate through the night HTTPURL #SydneySiege",2014-12-15 12:33:53,0
4760,2788,544470708093747202,From this Muslim : The Australians tweeting #illridewithyou are my brothers and sisters . The gunman and his sympathizers are my enemies .,2014-12-15 12:35:07,0
4161,2189,544470843997564928,Sending love to Sydney . #illridewithyou #sydneysiege HTTPURL,2014-12-15 12:35:39,0
5187,3215,544470979842281472,"Dear Media , You might want to know that Imphal has more Indians than Sydney and there has been a terror attack there too .",2014-12-15 12:36:12,0
3481,1509,544471218951581696,"Yes , people are taking selfies as dozens are held hostage at a Sydney cafe nearby HTTPURL",2014-12-15 12:37:09,0
1185,1185,544471469527691264,#sydneyseige Gunman wants to talk to PM Abbott HTTPURL,2014-12-15 12:38:08,1
2210,238,544472530921480192,I applaud how the Australian police have dealt with #sydneysiege so far . Patience . Communication . No bullets fired . US Police - take note .,2014-12-15 12:42:21,0
3297,1325,544472595140063232,"Our thoughts are with everyone in Sydney.Please do n't share any videos or demands from the people involved , the police have requested this .",2014-12-15 12:42:37,0
3922,1950,544472800379940864,The #sydneysiege just entered its 14th hour . Love & prayers to the hostages and their families . Stay Strong .,2014-12-15 12:43:26,0
4871,2899,544473507594113024,Australia 's reaction to the #sydneysiege is magnificent HTTPURL #illridewithyou HTTPURL,2014-12-15 12:46:14,0
5575,3603,544474138287812608,Too bad you can't take selfies of your character . :neutral_face: #sydneysiege #selfie HTTPURL,2014-12-15 12:48:45,0
2315,343,544474153646956547,Our thoughts are with the people of Sydney tonight . Let 's hope we all wake up to a good news story tomorrow :red_heart: HTTPURL,2014-12-15 12:48:48,0
5145,3173,544474960602083328,#IllRideWithYou shows support for Australian Muslims as #SydneySiege drags on HTTPURL HTTPURL,2014-12-15 12:52:01,0
3467,1495,544475686740967424,Gunman in #sydneysiege switches off the lights HTTPURL HTTPURL,2014-12-15 12:54:54,0
3373,1401,544475892685099008,Dont you dare blame zayn for whatever is happening is sydney . ' terrorist ' is not just a word you can throw around like this . Grow up .,2014-12-15 12:55:43,0
3414,1442,544475905926524928,"#IllRideWithYou starts on social media in response to #SydneySiege , showing support to Muslims : HTTPURL @USER",2014-12-15 12:55:46,0
3860,1888,544476492281827328,"So a Rabbi , Imam & Priest walk into a mosque . The punchline : a powerful & beautiful stand of solidarity . #SydneySiege HTTPURL",2014-12-15 12:58:06,0
2961,989,544476533302505472,I admire how the Australian police have dealt with #sydneysiege so far . Patience . Communication . No bullets fired . US Police - take note .,2014-12-15 12:58:16,0
2156,184,544476597512699904,"My thoughts and prayers to the hostages , their families and friends . #sydneysiege",2014-12-15 12:58:31,0
1958,1958,544476808566276097,TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman 's demands . HTTPURL HTTPURL,2014-12-15 12:59:21,1
3196,1224,544477019472289792,"RT @USER #sydneysiege continues , three faiths come together to pray for peace , Lakemba mosque . @USER HTTPURL",2014-12-15 13:00:11,0
3479,1507,544477048048082945,' Sick ' people are actually taking selfies at the site of the #sydneysiege HTTPURL HTTPURL,2014-12-15 13:00:18,0
3069,1097,544477097016578048,"There 's been movement at the cafe , the gunman moving a hostage past the window , two more hostages change positions . Not much sleep in there",2014-12-15 13:00:30,0
4173,2201,544477404342018048,#IllRideWithYou Sydney Stands Up To Racism & Bigotry With One Beautiful Hashtaghttp :/ / t.co/Ajaa1AQmG5 HTTPURL,2014-12-15 13:01:43,0
2122,150,544477802255630336,#IllRideWithYou : Sydney Stands Up To Racism And Bigotry With One Beautiful Hashtag HTTPURL HTTPURL,2014-12-15 13:03:18,0
5521,3549,544477834396577793,just heard about the wretched events going on in sydney .. seeing this hurts because there 's just nothing you can do to help .. #PrayForSydney,2014-12-15 13:03:26,0
3058,1086,544478071340806146,I love that things like this end up trending worldwide ! ! ! This is so beautiful :red_heart: #illridewithyou HTTPURL,2014-12-15 13:04:22,0
3679,1707,544478625383608320,"Indians : OMG OMG . Ca n't believe this . God is Cruel . #sydneysiegeToday , Bomb Blast in Imphal.Indians : Where is Imphal ?",2014-12-15 13:06:34,0
148,148,544478708741201920,At least five people have been released or escaped from a Sydney cafe where an armed man is holding hostages : HTTPURL,2014-12-15 13:06:54,1
4951,2979,544479045149130753,Thousands tweet declaring their solidarity with Muslims ... #IllRideWithYou #sydneysiege HTTPURL HTTPURL,2014-12-15 13:08:14,0
2962,990,544480083982168064,Sending all my love to Sydney . Horrible situation ... Stay safe everybody .,2014-12-15 13:12:22,0
5480,3508,544480905532669952,Our hearts go out to the people of Australia and all those affected by the #SydneySiege .,2014-12-15 13:15:38,0
4905,2933,544480936960606210,Everyone please read this #PrayForSydney #illridewithyou #sydneysiege HTTPURL,2014-12-15 13:15:45,0
3865,1893,544482233038286848,"Anticipating backlash , Australians start #illridewithyou campaign to support Muslims HTTPURL HTTPURL",2014-12-15 13:20:55,0
2778,806,544482559900393472,14 Dec : Australian Muslim youth handed out 2000 flowers and 3600 water bottles to ppl in sydney #illridewithyou HTTPURL,2014-12-15 13:22:12,0
3343,1371,544482664515121153,#illridewithyou : Viral Aussie solidarity amid #SydneySiege Islamic State links HTTPURL HTTPURL,2014-12-15 13:22:37,0
3565,1593,544482745637158912,Australians tweet #illridewithyou to support Muslims fearing an anti-Islam backlash from the Sydney hostage siege HTTPURL,2014-12-15 13:22:57,0
4852,2880,544483003758419969,Stop racism now . Sydney is a beautiful multicultural city #illridewithyou Please share this for me and help Sydney . HTTPURL,2014-12-15 13:23:58,0
573,573,544483282352889857,"Hostage involved in #SydneySiege texts "" I 'm ok "" to his mother HTTPURL HTTPURL",2014-12-15 13:25:05,1
3519,1547,544483404528775168,Hostage situation ongoing in Sydney business district.UPDATES : HTTPURL : HTTPURL HTTPURL,2014-12-15 13:25:34,0
4441,2469,544483913830531073,Just found an explanation of the #illridewithyou hashtag that has came from the Sydney hostage situation - very moving HTTPURL,2014-12-15 13:27:35,0
3207,1235,544483951524737024,. @USER : Our hearts and prayers go out to those who are being held hostage . #Sydney,2014-12-15 13:27:44,0
3360,1388,544484477930467328,"Walked past the lindt cafe at around 9:20 , never would think that this event would occur only minutes later . #sydneysiege",2014-12-15 13:29:50,0
4259,2287,544484515742482432,"#SydneySiege is likely being carried out by a ' lone wolf ' with minimal links to organized terror groups , expert says HTTPURL",2014-12-15 13:29:59,0
5757,3785,544484918567239681,"North East does n't get reported because it 's far off from main cities , editors argue . Guess Sydney is closer to India than Imphal .",2014-12-15 13:31:35,0
5158,3186,544486142763347969,All my prayers are going to the hostages in Sydney .. And all not Muslims are terrorists .. It 's a religion of peace .,2014-12-15 13:36:27,0
2937,965,544486187478433793,#IllRideWithYou : ' Sydney Stands Up To Racism And Bigotry With One Beautiful Hashtag ' HTTPURL HTTPURL,2014-12-15 13:36:37,0
3912,1940,544487291465392128,Sydney Muslims say Thanks ! #illridewithyou #sydneysiege Via @USER HTTPURL,2014-12-15 13:41:01,0
1148,1148,544487535418687488,Sydney Siege : Five Hostages Flee Lindt Chocolate Cafe in Australia HTTPURL - GTA IN REAL LIFE HAHAHA,2014-12-15 13:41:59,1
4837,2865,544487556700598272,"The police man 's like , "" It 's alright . I got you , I got you . "" :broken_heart: Stay strong Australia :red_heart: #sydneysiege #PrayForSydney HTTPURL",2014-12-15 13:42:04,0
4843,2871,544487579048222721,Such scary news from Sydney . Thoughts & prayers go out to the hostages & their family 's . :folded_hands:,2014-12-15 13:42:09,0
5198,3226,544487672145018880,In the 12 hours everyone has focused on the hostage situation in Sydney 40 more Americans died from gunshots . @USER #gunsense,2014-12-15 13:42:31,0
5796,3824,544488899100147713,"Morning ' concerned ' Narendra Modi tweeted about Sydney Siege . Evening about his campaign . Blast in Manipur , 1 Dead , not worth a mention",2014-12-15 13:47:24,0
960,960,544489340584222720,#BREAKING : Man Monis has been named as the gunman behind the #SydneySiege . #9News HTTPURL,2014-12-15 13:49:09,1
5262,3290,544489539348471808,The civilized world remains blindfolded . #australia #hostages #ISIS #sydneysiege #illridewithyou HTTPURL,2014-12-15 13:49:56,0
1689,1689,544490782183657474,BREAKING : #SydneySiege gunman identified as local resident Man Monis - reports HTTPURL,2014-12-15 13:54:53,1
3917,1945,544490976253726720,"I guess when police told the media not to name the gunman they actually meant "" please put his name and face on the front page "" ? #sydneysiege",2014-12-15 13:55:39,0
1374,1374,544491151118860289,"SYDNEY HOSTAGE-TAKER - Man Monis , 49 - Originally from Iran - Self-styled sheikh - Accused of sexually assaulting 7 womenDEVELOPING ..",2014-12-15 13:56:21,1
428,428,544491160803106816,Radical Muslim cleric Sheik Man Haron Monis has been revealed as the gunman behind #SydneySiege : HTTPURL #9News,2014-12-15 13:56:23,1
1859,1859,544491410439667713,#BREAKING The man behind the hostage situation at Martin Place has been identified as Man Monis #sydneysiege,2014-12-15 13:57:23,1
275,275,544492053900836864,The #sydneysiege hostage-taker has been named as Sheikh Man Monis . HTTPURL HTTPURL,2014-12-15 13:59:56,1
1151,1151,544492209861836800,Hostage taker in Sydney cafe siege named by police as Iranian refugee Haron Monis - @USER HTTPURL,2014-12-15 14:00:33,1
4350,2378,544492372088717312,#illridewithyou is the best thing to come out of the #sydneysiege HTTPURL HTTPURL,2014-12-15 14:01:12,0
375,375,544492454016475137,#BREAKING : The man at the centre of the #sydneysiege has been named as Man Haron Monis #ABCNews24,2014-12-15 14:01:31,1
5659,3687,544492465185898496,"Sydney hostage crisis : 5 people have escaped , Islamic flag displayed . Our live coverage : HTTPURL HTTPURL",2014-12-15 14:01:34,0
5723,3751,544492614838673408,Such scary news to hear about the #sydneysiege . Hoping everyone gets out safely . What a terrible man .,2014-12-15 14:02:10,0
305,305,544492843499540480,BREAKING : Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind #SydneySiege . HTTPURL,2014-12-15 14:03:04,1
5192,3220,544492919567417344,Muslims are getting to crazy ! ! This shit needs to stop ! #sydneysiege #PrayForSydneyHostages #PrayForSydney,2014-12-15 14:03:22,0
1814,1814,544492984880754688,#BREAKING : Police believe the man behind the Sydney siege is Iraninan cleric Man Haron Monis #sydneysiege,2014-12-15 14:03:38,1
1720,1720,544493466836017154,#BREAKING : The gunman behind the #SydneySiege has been named as Man Monis HTTPURL HTTPURL,2014-12-15 14:05:33,1
2115,143,544493536771854336,"Answer of #Australia to terrorism , imam , Rabbi and priest come together to pray for the hostages . #sydneysiege HTTPURL",2014-12-15 14:05:50,0
4623,2651,544494058287423489,#illridewithyou trends globally amid fears of reprisal atacks over Sydney hostage standoff HTTPURL HTTPURL,2014-12-15 14:07:54,0
4947,2975,544494273924562944,Australians start #illridewithyou campaign to support #Muslims . #Sydney #SydneySiege #SydneyHostageCrisis @USER HTTPURL,2014-12-15 14:08:45,0
5302,3330,544494312206000128,"Instead of calling the Sydney cafe terrorist ' the terrorist ' , BBC is calling him ' the gunman ' . Even after he showed his black terrorist flag .",2014-12-15 14:08:54,0
4169,2197,544494408515608576,BREAKING : Terrorist involved in Sydney siege is 50 year old Iranian known as ' Sheikh Haron ' . HTTPURL,2014-12-15 14:09:17,0
5800,3828,544494652418949120,I BEAT THE FUCK OUT OF THAT FUCKING JABRONI IN THE AUSTRALIA #sydneysiege,2014-12-15 14:10:16,0
3401,1429,544494721872433152,#BREAKING : Australian police have named the suspect in the Sydney siege : Islamic leader Sheik Man Haron Monis HTTPURL,2014-12-15 14:10:32,0
5223,3251,544494787168972800,"JUST IN : Guman in #sydneysiege identified as Man Haron Monis , a radical Muslim cleric HTTPURL HTTPURL",2014-12-15 14:10:48,0
2667,695,544495066258362368,"Suspect in Sydney cafe siege identified as Man Haron Monis , an Iranian granted asylum in Australia HTTPURL",2014-12-15 14:11:54,0
3225,1253,544495155198181376,Why a hostage situation is neither the time nor place for selfies . #sydneysiege HTTPURL HTTPURL,2014-12-15 14:12:15,0
2443,471,544495167836016640,"At least 5 dead as gunman goes on rampage in PA , suspect reportedly barricaded in a home HTTPURL HTTPURL",2014-12-15 14:12:18,0
4460,2488,544495240640757760,Prophet #Muhammad said : He will not enter Paradise whose neighbor is not secure from wrongful acts . #illridewithyou #sydneysiege,2014-12-15 14:12:36,0
4393,2421,544495359800930304,"Pictured : Gunman Man Haron Monis , on bail over murder of ex-wife HTTPURL #sydneysiege HTTPURL",2014-12-15 14:13:04,0
2884,912,544495737770618880,Australians use #IllRideWithYou hashtag in solidarity with Muslims during Sydney siege HTTPURL,2014-12-15 14:14:34,0
4028,2056,544495975083941889,"BREAKING : Sydney terror suspect is Iranian Shi'ite , claims to have ' converted to Islam ' a week ago on website . HTTPURL",2014-12-15 14:15:31,0
2148,176,544496062321664001,"While all eyes on #sydneysiege - 5 shot dead in Philadelphia , in the much bigger acceptable terrorism of US gun crime HTTPURL",2014-12-15 14:15:52,0
1629,1629,544496262629036032,"Five people have been able to flee the hostage situation in Sydney , Australia HTTPURL",2014-12-15 14:16:39,1
3968,1996,544496602262806528,Australian Muslim youth handed out 2000 flowers and 3600 water bottles to people in sydney #illridewithyou HTTPURL,2014-12-15 14:18:00,0
4754,2782,544496648445890561,Australia 's reaction to the #sydneysiege is magnificent . #illridewithyou HTTPURL HTTPURL,2014-12-15 14:18:11,0
3882,1910,544497137221136384,"It 's early Tuesday in Sydney , crisis in 16th hour , as authorities try to secure safe release of hostages HTTPURL",2014-12-15 14:20:08,0
4417,2445,544497191155290112,"Man Haron Monis is believed to be the man behind the #sydneysiege , his former lawyer says likely he acted alone . HTTPURL",2014-12-15 14:20:21,0
3716,1744,544497307933474816,"#SydneySiege UPDATE : Gunman identified as local resident Man Monis , has police records HTTPURL HTTPURL",2014-12-15 14:20:49,0
4648,2676,544497405237161984,"Man Haron Monis , named as the #sydneysiege gunman , may have a "" fetish for self-publicity "" . HTTPURL HTTPURL",2014-12-15 14:21:12,0
3506,1534,544499381731622912,I 'm not Australian but I 'm so happy there are people like this in the world . #sydneysiege #illridewithyou HTTPURL,2014-12-15 14:29:03,0
5151,3179,544499449645768706,Sending love Sydney . Stay patient .. need everybody safe & a peaceful resolution . #illridewithyou,2014-12-15 14:29:19,0
3327,1355,544499780479893504,A Muslim lady took off her scarf out of fear after the Sydney Siege & is comforted by strangers . #illridewithyou HTTPURL,2014-12-15 14:30:38,0
5698,3726,544499892010635264,"Amid Sydney cafe siege , Australians use social media to offer to accompany fearful Muslims : HTTPURL",2014-12-15 14:31:05,0
2456,484,544499931101548544,Respect to the people of Sydney for showing us that solidarity is the best way to deal with extremism #illridewithyou,2014-12-15 14:31:14,0
4523,2551,544500288183607296,#sydneysiege gunman identified by police as well-known Islamist cleric Sheikh Man Haron Monis HTTPURL HTTPURL,2014-12-15 14:32:39,0
2199,227,544500527720325120,""" I used to be a Rafidi . "" | #Sydneysiege gunman is an Iranian-born cleric who converted from Shia to Sunni Islam . HTTPURL",2014-12-15 14:33:36,0
5532,3560,544500883963518976,50 charges of sexual assault against Sydney hostage-taker HTTPURL HTTPURL,2014-12-15 14:35:01,0
5318,3346,544501464849059840,The Sydney attack gunman identified as Sheikh Man Haron Monis #SydneyCafeSiege #SydneySiege HTTPURL,2014-12-15 14:37:20,0
5668,3696,544502782267752449,"The fact that "" any religious loner could do this "" is exactly what ISIL aims to inspire , it 's their modus operandi #SydneySiege",2014-12-15 14:42:34,0
139,139,544503037973528577,"Reports : Gunman in #sydneysiege claims bombs are scattered citywide : HTTPURL ( Peter Parks , Getty ) HTTPURL",2014-12-15 14:43:35,1
2053,81,544503217107648513,"BREAKING : Gunman alleged to have taken hostages in #sydneysiege identified as Man Haron Monis , official tells CNN HTTPURL",2014-12-15 14:44:17,0
2369,397,544503425082613761,"The man believed to be holding hostages in Sydney is Man Haron Monis , known as Sheikh Haron , source says HTTPURL",2014-12-15 14:45:07,0
2084,112,544503881527742464,Suspected jihadist in #Sydney standoff ID 'd as Iranian sex offender as ordeal enters 15th hour HTTPURL HTTPURL,2014-12-15 14:46:56,0
1121,1121,544504183341064192,"Escaped #SydneySiege hostage , Elly Chen , a top student and skilled sportswoman HTTPURL HTTPURL",2014-12-15 14:48:08,1
4640,2668,544504859290906624,"Haron Monis , the true Muslim , who believes in Allah & Muhammad , is terrorizing Sydney , murdered his ex-wife , committed multiple sexual assaults .",2014-12-15 14:50:49,0
4612,2640,544504889746149377,The gunman is also holding 1.6 billion Muslims hostage . Islam is free from the crimes he 's committing against innocents . #SydneySiege,2014-12-15 14:50:56,0
3687,1715,544504954334224384,#illridewithyou Australians rally against Islamophobia #sydneysiege HTTPURL HTTPURL,2014-12-15 14:51:12,0
3144,1172,544505129810944001,#illridewithyou Compassion of a nation will trump an individual 's attempt at terror . #Australia #sydneysiege,2014-12-15 14:51:54,0
3197,1225,544505447911149569,"US police needs to learn from Aussie police in dealing with crisis . Patience and negotiations , not shoot first think later #sydneysiege",2014-12-15 14:53:09,0
2257,285,544506347438735361,SYDNEY ATTACK LATEST : - 16th hour - 5 people escapedGUNMAN DEMANDS : - Speak to PM - ISIS flagClaims he has 2 bombs with him & 2 in city,2014-12-15 14:56:44,0
4675,2703,544506443626741762,BREAKING : Sydney hostage-taker believed to be self-styled Muslim cleric facing string of violent charges .,2014-12-15 14:57:07,0
4608,2636,544506628239028224,Who is Sheikh Man Haron Monis and why was he known to police and the media ? #sydneysiege HTTPURL HTTPURL,2014-12-15 14:57:51,0
2546,574,544506678922977280,The truth is the Sydney man holding Hostages is not just putting the people in the cafe in danger but the Whole Ummah in Australia & Outside,2014-12-15 14:58:03,0
4327,2355,544508035113439232,Beautiful : Sydney stands up to racism & bigotry with one hashtag : #illridewithyou ( Via @USER ) HTTPURL,2014-12-15 15:03:26,0
3274,1302,544508313220567041,All my thoughts & prayers are with the people of Sydney .,2014-12-15 15:04:33,0
27,27,544508411178536960,#BREAKING Another hostage has been seen running out of the cafe #sydneysiege,2014-12-15 15:04:56,1
243,243,544508479675711489,#breaking a number of people appear to have just fled the scene of the #Sydneysiege . Lots of screaming .,2014-12-15 15:05:12,1
2027,55,544508543152304128,"Name of #sydneysiege gunman has been revealed-a man w / violent history of 50 sexual assault charges & on bail , charged w / murder of ex wife .",2014-12-15 15:05:27,0
74,74,544508666724876288,#BREAKING : A sixth hostage has escaped from the café in #MartinPl . #SydneySiege #9News,2014-12-15 15:05:57,1
3583,1611,544508725420380160,Reports : Alleged Sydney hostage taker was charged as accessory to ex-wife 's murder HTTPURL HTTPURL,2014-12-15 15:06:11,0
1438,1438,544508900595499009,BREAKING @USER : Sixth hostage escapes from #sydneysiege HTTPURL ( @USER ),2014-12-15 15:06:53,1
570,570,544508995361202176,#BREAKING : Another four or five hostages have escaped from the café in #MartinPl . #SydneySiege #9News,2014-12-15 15:07:15,1
928,928,544509086998749186,Update - five more hostages have escaped from the Lindt cafe in Sydney city centre,2014-12-15 15:07:37,1
1519,1519,544509140911919104,#sydneysiege : Watch the dramatic moment a group of hostages sprinted from the cafe . HTTPURL,2014-12-15 15:07:50,1
1306,1306,544509519179816960,BREAKING : Sydney cafe siege : at least five more hostages have either escaped or been released live HTTPURL,2014-12-15 15:09:20,1
4274,2302,544509652390924290,"UPDATE : Jihadist in #Sydney standoff identified as Iranian sex assault , murder suspect : HTTPURL HTTPURL",2014-12-15 15:09:52,0
1831,1831,544510219401703425,#BREAKING : Six hostages have managed to escape from the café in #MartinPl . #SydneySiege #9News HTTPURL,2014-12-15 15:12:07,1
898,898,544510345289924608,SHOTS FIRED AT SYDNEY CAFE - 7NEWS,2014-12-15 15:12:37,1
170,170,544510402454110208,BREAKING @USER : another five hostages seen escaping #sydneysiege HTTPURL ( @USER ),2014-12-15 15:12:51,1
1849,1849,544510450101415936,"Several more hostages flee from cafe under siege in Sydney , local media say HTTPURL",2014-12-15 15:13:02,1
1205,1205,544510453201006592,BREAKING : Several more hostages flee from Sydney cafe after loud bang is heard .,2014-12-15 15:13:03,1
5364,3392,544510784366080000,"So #sydneysiege gunman turns out to be a self styled Godman , a lunatic with interests in numerology , black magic and cases of sexual assault",2014-12-15 15:14:22,0
1704,1704,544510827433558016,A loud bang was reportedly heard moments before a group of hostages fled the cafe HTTPURL #sydneysiege HTTPURL,2014-12-15 15:14:32,1
1521,1521,544511112654618624,#BREAKING : Heavily armed police look to be storming the Lindt Café . #SydneySiege #9News,2014-12-15 15:15:40,1
483,483,544511130249744384,#sydneysiege : A series of loud blasts and bursts of ammunition have been heard at the cafe . HTTPURL HTTPURL,2014-12-15 15:15:44,1
1971,1971,544511151900753921,#BREAKING : Police have stormed the Lindt Chocolate Cafe in Martin Place #sydneysiege #ABCNews24,2014-12-15 15:15:49,1
1011,1011,544511199702822913,POLICE MOVE IN : Police confirm live ammunition used in Martin Place #sydneysiege,2014-12-15 15:16:01,1
448,448,544511263788003329,UPDATE : Police have confirmed that live ammunition was used as heavily armed police stormed the café in #MartinPl . #SydneySiege #9News,2014-12-15 15:16:16,1
126,126,544511300630753280,Heavy police activity at Sydney cafe shown on @USER livestream just now . Many shots fired . HTTPURL HTTPURL,2014-12-15 15:16:25,1
3067,1095,544511391349354496,FUCK THE MONDAY AND THE FUCKING AUSTRALIA TERRORIST FOREVER #sydneysiege,2014-12-15 15:16:46,0
1274,1274,544511434840113152,Man Haron Monis ID 'd as gunman holding captives in #SydneySiege . DETAILS : HTTPURL HTTPURL,2014-12-15 15:16:57,1
210,210,544511489869373440,BREAKING NEWS : POLICE NOW MOVING IN AT THE CAFE IN SYDNEY . RAPID GUNFIRE CAN BE HEARD . HOSTAGES SEEN RUNNING .,2014-12-15 15:17:10,1
794,794,544511558173601792,BREAKING @USER : multiple gunshots fired into Lindt cafe #sydneysiege HTTPURL ( @USER ),2014-12-15 15:17:26,1
745,745,544511560249790464,"#SYDNEYSIEGE : Loud bang heard , five more hostages run from #Lindt cafe - WATCH LIVE : HTTPURL HTTPURL",2014-12-15 15:17:27,1
1571,1571,544511676088066048,"What we know about Sheikh Haron , the suspected hostage taker in #SydneySiege HTTPURL HTTPURL",2014-12-15 15:17:54,1
1727,1727,544511693204647936,SIEGE ERUPTS : At least 7 Hostages released . Police fire live ammunition as they move into building . #sydneysiege,2014-12-15 15:17:58,1
1098,1098,544511736465072128,"BREAKING : Police storm Sydney siege cafe , heavy gunfire heard : Reuters witness and live TV pictures",2014-12-15 15:18:09,1
252,252,544511773223968768,"BREAKING : Police have entered Sydney cafe as loud bangs , flashes seen on live stream . #sydneysiege",2014-12-15 15:18:17,1
1547,1547,544511783940403201,More gun shots and loud bangs are coming from #MartinPl as heavily armed police stormed café . #SydneySiege #9News HTTPURL,2014-12-15 15:18:20,1
884,884,544511811404705792,Australian TV pictures show police storming cafe under siege in Sydney HTTPURL,2014-12-15 15:18:27,1
187,187,544511865729323009,Police confirm that live ammunition was used as heavily armed police stormed the café in Sydney - @USER HTTPURL,2014-12-15 15:18:39,1
1277,1277,544511915158810624,Watch the moment gunfire and explosions were heard inside the Lindt cafe in Sydney . #sydneysiege HTTPURL,2014-12-15 15:18:51,1
1793,1793,544512064694546432,GUNFIRE AND EXPLOSIONS CONTINUE AS POLICE STORM CAFE IN SYDNEY .,2014-12-15 15:19:27,1
5377,3405,544512078518968320,A siege in Sydney suggests a new trend in jihadist violence may have reached Australia HTTPURL HTTPURL,2014-12-15 15:19:30,0
361,361,544512108885725184,Paramedics are currently carrying out a number of hostages in #MartinPl . #SydneySiege #9News,2014-12-15 15:19:37,1
403,403,544512187171995649,Young woman carried out with blood running down her left leg . #sydneysiege,2014-12-15 15:19:56,1
140,140,544512398628241408,BREAKING : Heavily armed police storm Sydney cafe where gunman has been holding hostages .,2014-12-15 15:20:47,1
4315,2343,544512465099587584,Thoughts are with you Sydney :pensive_face:,2014-12-15 15:21:02,0
1164,1164,544512514651066368,Hostages seen fleeing from cafe at centre of #SydneySiege moments ago HTTPURL HTTPURL,2014-12-15 15:21:14,1
1957,1957,544512664769396736,"BREAKING : Police enter #Lindt cafe , hostages flee HTTPURL #sydneysiege HTTPURL",2014-12-15 15:21:50,1
1855,1855,544512676643500033,BREAKING @USER : freed hostage borne high from #sydneysiege w / c . 4 paramedic teams on the scene HTTPURL ( carsonscottLI,2014-12-15 15:21:53,1
93,93,544512691948498944,Gunfire at Sydney cafe where hostages held ; report says at least 1 person shot ; more hostages flee HTTPURL,2014-12-15 15:21:56,1
4915,2943,544512867144192000,"A moron says something nasty about a Muslim on a bus , he 's a national trend . An ISIS sympathizer gets violent in Sydney , he 's a lone wolf .",2014-12-15 15:22:38,0
1416,1416,544512910538838016,"UPDATE : Hostages fleeing #Sydney cafe held by Iranian gunman as explosions , gunshots are heard : HTTPURL",2014-12-15 15:22:49,1
4293,2321,544513035118075904,Thoughts go out to the people in Sydney today ! Praying for safety to all those being held hostage .,2014-12-15 15:23:18,0
282,282,544513072006967297,A number of people are being taken away on stretchers ; some appear to be the hostages . #MartinPl #SydneySiege #9News,2014-12-15 15:23:27,1
3134,1162,544513199375384576,"Once again the West refuses to call it what it is ... #Terrorism , pure and simple ! #sydneysiege HTTPURL HTTPURL",2014-12-15 15:23:57,0
1756,1756,544513292576641025,DEVELOPING : Police appear to storm cafe in Sydney where hostages have been held Live : HTTPURL HTTPURL,2014-12-15 15:24:20,1
1500,1500,544513339544838147,"BREAKING : Gunfire heard in vicinity of Sydney cafe where hostages are being held , state broadcaster reports . HTTPURL",2014-12-15 15:24:31,1
3781,1809,544513407400304640,OMG really @USER ? ? and we wonder why the world thinks americans are morons . #sydneysiege HTTPURL,2014-12-15 15:24:47,0
2520,548,544513510450155520,"This morning jihadists were all excited with #sydneysiege , now they call the hostage taker a "" dirty Iranian "" since he is Shiite",2014-12-15 15:25:12,0
1450,1450,544513517706305536,#sydneysiege : At least four people believed to have been injured after multiple shots fired . HTTPURL HTTPURL,2014-12-15 15:25:13,1
1089,1089,544513524438155264,"Sydney siege : police enter cafe as hostages flee the scene , gunfire heard , reports of an injured person – live HTTPURL",2014-12-15 15:25:15,1
1048,1048,544513557912879105,Live ammunition and stun grenades used by police as they stormed #MartinPl cafe moments ago . #SydneySiege #9News,2014-12-15 15:25:23,1
1829,1829,544514127197388801,UPDATE : Police storm #Sydney cafe amid gunshots and explosions : HTTPURL,2014-12-15 15:27:39,1
700,700,544514207933542401,LIVE : Police have entered the Sydney cafe where an armed assailant was holding hostages . WATCH HTTPURL HTTPURL,2014-12-15 15:27:58,1
3723,1751,544514249356484608,MORE : Heavily armed police storm the Sydney cafe shortly after 5 or 6 hostages were seen running out : HTTPURL,2014-12-15 15:28:08,0
559,559,544514474963922944,BREAKING NEWS : SYDNEY SIEGE GUNMAN DOWN .,2014-12-15 15:29:02,1
1085,1085,544514538797035520,"Just in : live feeds appears to show #sydneysiege is over , police calmly moving outside cafe , local reporters say gunman down",2014-12-15 15:29:17,1
1900,1900,544514564407427072,"Police seem relaxed , suggesting all hostages are out and gunman no longer a threat HTTPURL #sydneysiege",2014-12-15 15:29:23,1
1356,1356,544514570367168512,#SydneySiege : Latest video of hostages escaping.https :/ / t.co/eFfgSbt2hO,2014-12-15 15:29:24,1
736,736,544514569339953154,BREAKING UPDATE SYDNEY : THE HOSTAGE TAKER MAN HARON MONIS HAS BEEN SHOT DEAD . 7NEWS,2014-12-15 15:29:24,1
1637,1637,544514645571420160,Sydney gunman was shot by police and is confirmed dead #sydneysiege #SydneyHostageCrisis,2014-12-15 15:29:42,1
2045,73,544514782456729600,"#SYDNEYSIEGE : Police storming #Lindt Cafe , paramedics on scene HTTPURL HTTPURL",2014-12-15 15:30:15,0
